title,artist,category,image_file,lev_bas,lev_adv,lev_exp,lev_mas,lev_remas,version
Scarlet Wings,REDALiCE feat. Ayumi Nomiya,maimai,0658c9340f90f5c8.png,4,7+,10,12+,,maimaiDX
STEREOSCAPE,164 feat. めいちゃん,maimai,66080b430db9b49c.png,3,6,9,12,,maimaiDX
Crazy Circle,みきとP feat. FantasticYouth,maimai,38542e3373e20ae4.png,3,6,9,12,,maimaiDX
バーチャルダム　ネーション,Sampling Masters MEGA,maimai,d95b9e9492d691ec.png,4,8,10+,13,14,maimaiDX
MAXRAGE,EBIMAYO,maimai,0a0caa488ad79b61.png,5,7+,11,13+,14,maimaiDX
P-qoq,owl＊tree,maimai,83b0d1eecad1ca6c.png,3,7,10,12+,,maimaiDX
超常マイマイン,ナユタン星人,maimai,70510086327c010b.png,3,7,10,12,,maimaiDX
でらっくmaimai♪てんてこまい!,やしきん feat.でらっくま(CV:三森すずこ),maimai,461917094fed4012.png,5,7+,10,12,,maimaiDX
SILENT BLUE,かねこちはる,maimai,b80623d7b2aceb77.png,5,8,11+,14+,,MiLK PLUS
雷切-RAIKIRI-,kanone,maimai,be3cf43e80e9462e.png,6,8,11+,14,14+,FiNALE
花と、雪と、ドラムンベース。,kanone feat. せんざい,maimai,52e9a79b5e6a2ef5.png,6,8,11+,14,13+,MiLK PLUS
Ragnarok,sky_delta,maimai,94d6673eb9213df0.png,6,8,11,13+,,MiLK PLUS
larva,ガリガリさむし,maimai,f233a82bddb1a450.png,6,8,12,14+,,MiLK PLUS
keep hopping,kamome sano,maimai,5844e4d9be870ea5.png,5,7+,11,13+,,MiLK PLUS
FestivaLight,霜月はるか,maimai,0eb09893faf14e98.png,4,7,9,13,,MiLK PLUS
Excalibur ～Revived resolution～,Project Grimoire,maimai,75d7dea600e4b298.png,6,9,12,14+,,MiLK
Caliburne ～Story of the Legendary sword～,Project Grimoire,maimai,7750698f692b00cd.png,6,8,12,14,,ORANGE
Justified,MintJam feat.光吉猛修,maimai,4e33f9f34a93e2d6.png,4,8,11+,13+,,MiLK
Mare Maris,M2U,maimai,1e9af41f9bc2d931.png,5,8,11,13+,,MiLK
Candy Tall Woman,naotyu- feat. 佐々木恵梨,maimai,55fb88b702a08667.png,5,7,10+,13,,MiLK
Kinda Way,good-cool ft. Pete Klassen,maimai,f38af721d7001037.png,4,7+,10+,12,,MiLK
Signature,Palme,maimai,066036caeabc8d02.png,4,7+,11,13,,MiLK
Magical Flavor,DECO*27 feat.Tia,maimai,c8caa99931db189d.png,4,7,9,12+,,MiLK
デスパレイト,owl＊tree,maimai,c2b3175e6891f561.png,5,7+,10+,13,,MURASAKi PLUS
Moon of Noon,Sampling Masters MEGA,maimai,60d856b88ea0f2b3.png,6,8,12,14,,MURASAKi PLUS
Ultranova,A4paper,maimai,8d5c2f19a804346a.png,5,7+,11+,13+,,MURASAKi PLUS
曖昧mind,Halozy,maimai,70e127f45fbd2ed9.png,5,7+,10+,12+,,MURASAKi PLUS
Limit Break,DiGiTAL WiNG,maimai,89183dee05c31701.png,5,7,10,12+,,MURASAKi PLUS
オトヒメモリー☆ウタゲーション,Junky,maimai,c20ee423d01b854a.png,4,7,10,12,,MURASAKi PLUS
夢花火,豚乙女,maimai,b63d151f8c3db8ad.png,5,7+,10,13,,MURASAKi PLUS
いっしそう電☆舞舞神拳！,さつき が てんこもり feat. YURiCa/花たん,maimai,4bbae54dd05376fd.png,5,7+,10,13,,MURASAKi
FFT,cybermiso,maimai,866ca42598db8c01.png,6,8+,12,14,14,FiNALE
Panopticon,cybermiso,maimai,daac7472da31196b.png,5,8+,11+,14,14,MURASAKi
四月の雨,cubesato,maimai,2894412cc7a3cf4e.png,4,7+,11,13+,,MURASAKi
ねぇ、壊れタ人形ハ何処へ棄テらレるノ？,cosMo＠暴走P,maimai,b683efde84f7858e.png,6,8,12,14,,MURASAKi
Imitation:Loud Lounge,Ino(chronoize),maimai,f68e98cac90bcdf5.png,5,7,11+,12+,,MURASAKi
HERA,ルゼ,maimai,dee5503743aec8dc.png,6,8,11+,14,,MURASAKi
Selector,Aliesrite* (Ym1024 feat. lamie*),maimai,677bde96e3495e92.png,5,7,10+,13+,,MURASAKi
Alea jacta est!,BlackY fused with WAiKURO,maimai,60d2b1b662ae5823.png,6,8+,12,14,14+,FiNALE
AMAZING MIGHTYYYY!!!!,WAiKURO,maimai,b642cd32bc38692a.png,6,9,13,14+,14,PiNK PLUS
CITRUS MONSTER,D-Cee,maimai,2d53766d4a3020c0.png,6,8,11+,14,,PiNK PLUS
Hyper Active,HiTECH NINJA,maimai,67e3a3c032727be5.png,6,8,12+,13+,,PiNK PLUS
Jumble Rumble,INNOCENT NOIZE,maimai,cf0f60c2aa35ac13.png,5,8,11+,13+,,PiNK PLUS
Nitrous Fury,Jun Senoue,maimai,bf49149f0461dc43.png,6,7+,11,13+,,PiNK PLUS
Revive The Rave,void(Mournfinale),maimai,b24578a4495292cf.png,6,8,11+,13,,PiNK
GEMINI -M-,Tatsh,maimai,2b27ffdc25ce0e9c.png,6,7,10+,13+,,PiNK
スリップフリップ,tilt-six feat.串伊トモミ,maimai,cae6cc3ea0d93a64.png,4,7,9+,13+,,PiNK
天火明命,削除,maimai,44a824b696e80c18.png,5,8+,12+,13+,,MURASAKi
7thSense,削除,maimai,fb042d053168ef56.png,6,8,10+,14,,PiNK
PANDORA PARADOXXX,削除,maimai,35b2760a42a8eebe.png,7+,10+,13+,14+,15,FiNALE
Lividi,Feryquitous,maimai,f614f3c776a56c88.png,5,8+,12+,14,,MURASAKi
Axeria,AcuticNotes,maimai,37a5eaf55d5e4d32.png,6,7+,11+,14,,ORANGE PLUS
the EmpErroR,sasakure.UK,maimai,e5a64880bc872e8b.png,5,9+,12+,14+,14+,FiNALE
ガラテアの螺旋,sasakure.UK,maimai,0c110a5873857c5f.png,6,8,12+,14,14+,ORANGE PLUS
QZKago Requiem,t+pazolite,maimai,5c4531323f4aadcf.png,6,9+,12,14+,14+,FiNALE
Our Wrenally,t+pazolite,maimai,cde51cc89f91dd8a.png,6,9,12,14+,,MURASAKi
Contrapasso -paradiso-,t+pazolite,maimai,d2de6981019288a0.png,6,8+,12,14,,PiNK PLUS
Oshama Scramble!,t+pazolite,maimai,64635a3534ce788a.png,5,8+,11,13,,ORANGE PLUS
Garakuta Doll Play,t+pazolite,maimai,a259af51e0b9d863.png,6,8,12,14,14+,GreeN
Blew Moon,t+pazolite,maimai,6891e59c82beef64.png,4,8,11,12+,13,GreeN
We Gonna Party,Cranky,maimai,a29a68c61ddd6e50.png,6,7+,11+,13,13+,maimai PLUS
MYTHOS,Cranky feat. まらしぃ ＆ てっぺい先生,maimai,cf794d85900e873d.png,4,7+,11,14,,GreeN PLUS
Life Feels Good,Cranky,maimai,cdf0971ddf086c2d.png,5,8,11+,13+,,GreeN PLUS
Glorious Crown,xi,maimai,0c142b42f0e37845.png,6,9+,12+,14+,,PiNK
Aiolos,xi,maimai,3982693e19e7ee22.png,6,8,11+,14,,ORANGE PLUS
LANCE,Ras,maimai,13a02896f41941ef.png,5,7+,10,13,,ORANGE PLUS
Dragoon,Shandy kubota,maimai,bf6a041e1c971bdd.png,5,7+,9+,13,14,ORANGE
Death Scythe,SHIKI,maimai,f4e1193a7dc748ea.png,5,7+,11,13,14,GreeN
LUCIA,SHIKI,maimai,38dd2f26285ee2f8.png,4,6,11,12,13,GreeN
D✪N’T ST✪P R✪CKIN’,EB(aka EarBreaker),maimai,fa4ab1b07c950368.png,5,7,10+,13+,13,ORANGE PLUS
oboro,ヒゲドライバー,maimai,19b8ef35f1800884.png,5,7,11,13,,ORANGE
CYCLES,Masayoshi Minoshima feat. 綾倉盟,maimai,2e64a1f5e2e4b832.png,5,7,9+,13,,GreeN PLUS
Lionheart,Masayoshi Minoshima,maimai,345bf181e0e2a38f.png,6,7,10,12+,,maimai PLUS
Heartbeats,RAMM feat. 若井友希,maimai,7e09354e3062f772.png,4,8,10+,12+,,GreeN PLUS
Acceleration,REDALiCE,maimai,fc4f7485268a2839.png,6,7+,10+,12+,,maimai PLUS
End of Twilight,ALiCE'S EMOTiON feat. Ayumi Nomiya,maimai,649b07a8bbe01a97.png,4,7,10+,12+,,GreeN PLUS
JUMPIN' JUMPIN',SOUND HOLIC feat. Nana Takahashi,maimai,d3254db452d7bf2d.png,4,7+,10+,12,,GreeN
L'épilogue,SOUND HOLIC feat. Nana Takahashi,maimai,55b095f9217865b2.png,5,7,10+,13+,,GreeN
FEEL ALIVE,ELEMENTAS feat. NAGISA,maimai,b6fcfb51e60145a0.png,5,8,11,13,,maimai PLUS
FEEL the BEATS,A-One,maimai,aeebc3dec7433096.png,5,7+,10,13,13+,PiNK
BREAK YOU!!,A-One,maimai,f6e30582f79af660.png,5,6,10,13,,GreeN
KING is BACK!!,A-One,maimai,f051590fb4cf9e96.png,5,8,10+,13+,,MURASAKi PLUS
Streak,ARM(IOSYS),maimai,3cb7213bbbf15068.png,6,7,11+,13,,maimai PLUS
Spin me harder,D.watt(IOSYS)feat. Asana,maimai,9297d312adadbabf.png,6,7,11,13,,maimai PLUS
Turn around,Clean Tears,maimai,1c7a37b61084b07c.png,6,7,12,13,,maimai PLUS
SPILL OVER COLORS,矢鴇つかさ feat. kalon.,maimai,ef8dd39a0468c359.png,4,7+,10+,13,,MiLK
Schwarzschild,Tsukasa,maimai,2454ef7c65d00f77.png,6,8+,11+,13+,14+,FiNALE
Black Out,Tsukasa(Arte Refact),maimai,cf0c75be95ea0056.png,6,7,12,12+,,maimai PLUS
Fragrance,Tsukasa(Arte Refact),maimai,2bb3f7cff734ce6a.png,5,8,12,14,14,maimai PLUS
Nerverakes,Taishi,maimai,de90828ed738aa17.png,6,7,10+,13+,,maimai PLUS
Sprintrances,Taishi,maimai,cfcb71703c6ce7a1.png,5,7+,10,12+,,maimai PLUS
air's gravity,zts,maimai,aee19bd4029d2d47.png,5,7+,10,13,13,maimai PLUS
Night Fly,発熱巫女～ず,maimai,576d1cf555d8b20e.png,4,7,10+,12+,12+,maimai PLUS
Feel My Fire,発熱巫女～ず,maimai,e5ddcd58940726b0.png,4,8,10,12+,,maimai PLUS
Starlight Disco,loos feat. Meramipop,maimai,055586e227c60d9c.png,4,7,11+,13,,maimaiDX 2023
ENJOY POLIS,LOPIT,maimai,b20f7689f45f7fd2.png,5,7,9+,12,,FiNALE
記憶、記録,LOPIT(SEGA),maimai,d3b6c643833fed2b.png,4,8,10,13,,GreeN
connecting with you,Takahiro Eguchi feat. 三澤秋,maimai,731371df3ac09a9c.png,4,7,9+,12+,,PiNK PLUS
アージェントシンメトリー,Sta feat.b,maimai,4f526bd3f2d19ef2.png,4,6,9+,12+,13+,PiNK
Dreampainter,Sta feat.tigerlily and DOT96,maimai,def8c4162b0cb791.png,4,7,10,12,,ORANGE
Monochrome Rainbow,Sta,maimai,89ff5ab582f47732.png,4,8,11,13,,maimaiDX 2024
Beat of getting entangled,Shoichiro Hirata,maimai,1302aa1b571e7ef0.png,5,8,11+,13+,14,GreeN
MIRROR of MAGIC,Shoichiro Hirata feat.SUIMI,maimai,967e724b039ec9dc.png,4,7,9+,12+,,ORANGE
Cosmic Train,Shoichiro Hirata feat.SUIMI,maimai,cb8668f6f951b5ac.png,4,5,9+,11+,,GreeN
Believe the Rainbow,Shoichiro Hirata feat.Sana,maimai,8cba62be80c4af2d.png,4,7+,9,12+,,FiNALE
高気圧ねこロック,小野隊長とJimmy親分,maimai,91e7bba0add6385c.png,5,8,10+,13,,PiNK PLUS
Prophesy One,vox2（小野秀幸）,maimai,b1db65900e40e9b0.png,6,8,11,14,,PiNK PLUS
BETTER CHOICE,Jimmy Weckl feat.高貴みな,maimai,118a606730c3ff82.png,5,7,9+,12,,ORANGE
Get Happy,Jimmy Weckl,maimai,11db059774cf5254.png,5,7,11+,13,,GreeN
System “Z”,Jimmy Weckl,maimai,b9f9c95d02592f5c.png,5,8,12,14,14,GreeN
ユビキリ,山根ミチル,maimai,d5f50f1f3dc4f4d0.png,4,7,10+,12+,,MURASAKi PLUS
火炎地獄,山根ミチル,maimai,4f5af85242e1b088.png,4,7+,12,14,,maimaiDX 2023
Danza zandA,福山光晴,maimai,94647b34168e743e.png,4,7,9+,12+,13,GreeN PLUS
planet dancer,樽木栄一郎,maimai,e1fa4c7cb49a9a84.png,5,7,10,12+,13,ORANGE
ナミダと流星,芳川よしの,maimai,5704ab871a0f61c3.png,5,7,9+,12,,ORANGE PLUS
ピーマンたべたら,カタオカツグミ,maimai,242be907a6d59e16.png,5,6,10,13,,ORANGE
maimaiちゃんのテーマ,YMCK,maimai,e133ba6602be1ed9.png,4,6,8,11+,,maimai PLUS
Pixel Voyage,YMCK,maimai,98b32bbc7a3635da.png,3,6,8+,12,,GreeN
maiム・maiム feat.週刊少年マガジン,にしもと先生、タクマ、どんちゃん「ちょっと盛りました。」,maimai,1610aea48e042a78.png,4,6,10,12+,,GreeN
タカハせ！名人マン,ビートまりお + ARM feat. 高橋名人,maimai,f671bf7482912046.png,4,6,8+,13,,GreeN PLUS
みんなのマイマイマー,ビートまりお(COOL＆CREATE)+ ARM(IOSYS),maimai,13c3b84c3a9f754f.png,4,7+,10,13,,GreeN
welcome to maimai!! with マイマイマー,Hiro feat.越田Rute隆人&ビートまりお,maimai,3671233295ca7a09.png,5,7,8+,12,,ORANGE PLUS
ぐるぐるWASH！コインランドリー・ディスコ,D.watt(IOSYS)feat.ちよこ,maimai,eaccafed32ffe317.png,4,6,8+,11+,,GreeN PLUS
Sweets×Sweets,Team-D,maimai,9c2ec21fc9eb6a08.png,5,6,8,10+,,maimai
虹と太陽,GOSH/manami,maimai,4790ce1143cd00b8.png,5,7,9+,12,,maimai
Color My World,GOSH/クラシック「悲愴」,maimai,324889241d4d12cf.png,4,6,8+,11+,,maimai
True Love Song,Kai/クラシック「G線上のアリア」,maimai,c7cfd8a91e0436ac.png,4,6,9,11+,,maimai
ソーラン☆節,光吉猛修,maimai,50c1e16531d2c478.png,5,7,10,13,,maimai PLUS
おても☆Yan,光吉猛修,maimai,a3c48c499abf548a.png,4,6,9,12,,ORANGE
炭★坑★節,Kai/光吉猛修,maimai,a9db8ef3ca824a83.png,4,6,9+,13,,maimai
ネコ日和。,Kai/能登有沙,maimai,30eb032b16877275.png,5,7,7+,11,,maimai
犬日和。,RYOHEI KOHNO/森綾香,maimai,9e21afb73ce3ee65.png,4,6,9,11+,,maimai PLUS
Endless World,RYOHEI KOHNO/保立美和子,maimai,387a91b8fee31725.png,4,6,10,12,12+,maimai PLUS
Backyun! －悪い女－,青木千紘/愛海,maimai,9809562861a2078e.png,4,6,10+,12,12+,GreeN
BaBan!! －甘い罠－,Hiro/永江理奈,maimai,293f8b95a06130fc.png,5,7+,11,12,,maimai
オレンジの夏,Hiro/タクマロ,maimai,36697811028a024a.png,5,6,9,11+,,maimai
ぴぴぱぷぅ！,Hiro/小山あかり,maimai,ba436a1cf6e84d58.png,3,7,10,12+,,maimai PLUS
炎歌 -ほむらうた-,Hiro/森山愛子,maimai,40800dfb586539a2.png,4,6,10+,13,,maimai PLUS
泣き虫O'clock,Hiro/友香,maimai,ce88f720f8f7e8fe.png,4,7,9+,12+,12,maimai PLUS
ジングルベル,SEGA Sound Unit [H.],maimai,5c0567c39670fbf4.png,5,7+,10+,14+,,maimaiDX 2023
VERTeX,Hiro「maimai」より,maimai,23941430342ce007.png,5,8,10+,14,,ORANGE
STARTLINER,曲：kz(livetune)／歌：オンゲキシューターズ,CHUNITHM,ed96c2a200c81d55.png,3,6,9,11+,,maimaiDX
Jump!! Jump!! Jump!!,曲：宮崎誠／歌：オンゲキシューターズ,CHUNITHM,e5cbb7f29dbf12dc.png,4,7,9,11+,,maimaiDX
Titania,xi,CHUNITHM,a6dce38910fd32d7.png,6,8,12,14,,maimaiDX
Change Our MIRAI！,イロドリミドリ「CHUNITHM」,CHUNITHM,568e34031762aaf8.png,5,7+,10,12,,ORANGE PLUS
無敵We are one!!,イロドリミドリ「CHUNITHM」,CHUNITHM,b44a992aeb6ad9e7.png,5,7+,9,13,,PiNK PLUS
ドキドキDREAM!!!,イロドリミドリ「CHUNITHM」,CHUNITHM,183c72809f3e8984.png,5,7+,10+,12+,,MURASAKi
Still,イロドリミドリ「CHUNITHM」,CHUNITHM,18b14187eb4df723.png,4,6,10,13,,MiLK
Session High⤴,イロドリミドリ「CHUNITHM」,CHUNITHM,e5e9134fbae3c1da.png,5,6,9,12,,MiLK PLUS
Agitation！,舞ヶ原高校軽音部,CHUNITHM,4d22545493b5a4e0.png,4,7,10,11+,,maimaiDX
管弦楽組曲 第3番 ニ長調「第2曲（G線上のアリア）」BWV.1068-2,月鈴 那知（ヴァイオリン） 伴奏：イロドリミドリ,CHUNITHM,6dde61e843ceca00.png,4,7+,10,13+,,maimaiDX
ハート・ビート,明坂 芹菜(CV:新田 恵海),CHUNITHM,955f6569cc70f255.png,5,7,9+,12+,,PiNK PLUS
brilliant better,御形 アリシアナ(CV:福原 綾香),CHUNITHM,e5c586fc9166114d.png,5,6,10+,12+,,PiNK PLUS
フォルテシモBELL,天王洲 なずな(CV:山本 彩乃),CHUNITHM,77147226172792be.png,3,6,8,11+,,MURASAKi
DETARAME ROCK&ROLL THEORY,箱部 なる(CV:M・A・O),CHUNITHM,d3a429e38da60e5a.png,4,7,10,13,,MURASAKi
私の中の幻想的世界観及びその顕現を想起させたある現実での出来事に関する一考察,小仏 凪(CV:佐倉 薫),CHUNITHM,6dbd33c084c790e2.png,5,6,8+,12+,,MURASAKi
猛進ソリストライフ！,月鈴 那知(CV:今村 彩夏),CHUNITHM,67d27c21708cd402.png,6,8+,11,13,,MURASAKi PLUS
My Dearest Song,月鈴 白奈(CV:高野 麻里佳),CHUNITHM,a5661a71bd73d723.png,4,7,10+,12+,,MURASAKi PLUS
SPICY SWINGY STYLE,明坂 芹菜(CV:新田 恵海),CHUNITHM,951119807b389163.png,5,7+,10+,13,,MiLK
Bang Babang Bang!!!,御形 アリシアナ(CV:福原 綾香),CHUNITHM,6c4cab82f1f939e3.png,5,7+,10,12+,,MiLK
Tic Tac DREAMIN’,天王洲 なずな(CV:山本 彩乃),CHUNITHM,d56c49d39bfaa08e.png,4,6,8,11,,MiLK
猫祭り,箱部 なる(CV:M・A・O),CHUNITHM,0ae6e1de73fd6d84.png,4,7+,10+,12+,,MiLK
TRUST,小仏 凪(CV:佐倉 薫),CHUNITHM,29d12992cfd1d731.png,5,7,10,12,,MiLK
奏者はただ背中と提琴で語るのみ,月鈴那知(CV:今村彩夏),CHUNITHM,7fcddaf80f12d906.png,6,8,11,13+,,FiNALE
イロトリドリのメロディ,小仏凪(CV:佐倉薫),CHUNITHM,ca4960dbd930da85.png,4,6,9+,11+,,FiNALE
-OutsideR:RequieM-,箱部なる(CV:M・A・O),CHUNITHM,05475986b3286e9f.png,4,7,10,13,,FiNALE
あねぺったん,月鈴姉妹（イロドリミドリ）,CHUNITHM,0d229b5aca55a1f1.png,5,7,9+,12+,,MiLK PLUS
なるとなぎのパーフェクトロックンロール教室,イロドリミドリ「CHUNITHM」,CHUNITHM,c5eadcbeeb116b70.png,5,7,10,13,,MiLK PLUS
"Help me, あーりん！",イロドリミドリ「CHUNITHM」,CHUNITHM,c39780f8e0269d3b.png,4,7,9+,11+,,MiLK PLUS
Infantoon Fantasy,t+pazolite,CHUNITHM,9bcb0c4d4dc8657b.png,5,7+,9+,13,,PiNK PLUS
幾四音-Ixion-,M.S.S Project,CHUNITHM,29c274b873d3b212.png,5,7+,9+,13,,PiNK
Invitation,れるりり feat.ろん,CHUNITHM,56a0ece26eb25daa.png,4,6,8+,12,,PiNK PLUS
その群青が愛しかったようだった,n-buna feat.ヤギヌマカナ,CHUNITHM,ff32415983cc3c98.png,5,7,10,12,,MURASAKi
The wheel to the right,Sampling Masters MEGA,CHUNITHM,9f01a2ef6b665b53.png,6,8,12+,13+,,MURASAKi
光線チューニング,ナユタン星人,CHUNITHM,2bb91ea78a0f5f9c.png,5,7,10+,13,,MURASAKi PLUS
心象蜃気楼,Orangestar,CHUNITHM,ccc9404a0c153536.png,5,7,10,12+,,MURASAKi PLUS
エンドマークに希望と涙を添えて,cosMo＠暴走P,CHUNITHM,944deaf220b28eb0.png,6,8+,11+,14,,MiLK
World Vanquisher,void (Mournfinale),CHUNITHM,efeba3263a928f3f.png,6,8+,12,14,,MiLK PLUS
Xevel,Tatsh,CHUNITHM,a1a92cb034053e70.png,6,8,12,14,,MiLK PLUS
We Gonna Journey,Queen P.A.L.,CHUNITHM,ae20f2fc90eb1da4.png,6,8,11+,13+,,MiLK PLUS
My First Phone,cubesato,CHUNITHM,1c9958b5ebafff62.png,5,7+,11,13+,,MiLK PLUS
怒槌,光吉猛修,CHUNITHM,cd9b3af41756ab53.png,6,8+,12,14+,,MiLK PLUS
TiamaT:F minor,Team Grimoire,CHUNITHM,272a82ac2151f9a2.png,6,9,12,14,,FiNALE
Kattobi KEIKYU Rider,Sampling Masters MEGA,CHUNITHM,4cf3cfda8bbdf523.png,5,8,12+,13,,FiNALE
玩具狂奏曲 -終焉-,きくお,CHUNITHM,d8edddab9b63782a.png,6,8,13,13+,,maimaiDX
BOKUTO,じーざすP feat.kradness,CHUNITHM,8be390a8118639f5.png,4,7,11,13,,maimaiDX
立川浄穢捕物帳,青島探偵事務所器楽捜査部B担,CHUNITHM,d8ed15b9651c107c.png,4,7+,11,13+,,maimaiDX
魔理沙は大変なものを盗んでいきました,ARM＋夕野ヨシミ(IOSYS)feat. 藤咲かりん,東方Project,d542e0accb085302.png,4,6,8,12+,,GreeN
おこちゃま戦争,ギガ/れをる,niconico＆VOCALOID™,e8f0c0f81f6a4e8a.png,4,6,9+,12+,,ORANGE
前前前世,RADWIMPS,Popular & Anime,d5d50489dcbcfd1f.png,4,6,9,12+,,MURASAKi PLUS
拝啓ドッペルゲンガー,kemu,niconico＆VOCALOID™,0298532f0508465a.png,5,7+,11,13,,MiLK
だから僕は音楽を辞めた,ヨルシカ,Popular & Anime,7f05ec00857e0440.png,3,6,8+,12,,maimaiDX 2021
ハム太郎とっとこうた,ハムちゃんず [covered by 光吉猛修],Popular & Anime,1b3fd58d6ebade7c.png,1,5,8,11+,12+,maimaiDX 2021
すーぱーぬこになれんかった,まふまふ,niconico＆VOCALOID™,c16bd3250dcfc965.png,4,7,10,13,,maimaiDX 2021
Catch the Wave,livetune,niconico＆VOCALOID™,c0ee4895feacba46.png,3,6,9+,12,,maimaiDX 2021
アスヘノBRAVE,M.S.S Project,niconico＆VOCALOID™,6e2e4e3b67513e89.png,3,6,9+,12,,maimaiDX 2021
深海シティアンダーグラウンド,田中Ｂ,niconico＆VOCALOID™,5cb9cdf0b07e1366.png,4,6,10,12+,,maimaiDX 2021
表裏一体,すりぃ,niconico＆VOCALOID™,71c12dd507e2374e.png,4,6,9+,12+,,maimaiDX 2021
Drive Your Fire,A-One,東方Project,368560be7e7e0a2b.png,4,6,9+,12+,,maimaiDX 2021
Oath Act,暁Records,東方Project,e15c6bedf799b014.png,3,6,9+,12,,maimaiDX 2021
全力ハッピーライフ,森羅万象,東方Project,725959f88eaa2fe5.png,5,7,10,12+,,maimaiDX 2021
wheel,Syrufit + HDLV,東方Project,fe085689bd924d74.png,4,6,9,12+,,maimaiDX 2021
Witches night,Liz Triangle,東方Project,7582837c14343f0a.png,4,6,9,12,,maimaiDX 2021
ワードワードワード,syudou,maimai,88fd634bc9103eca.png,4,6,9+,13,,maimaiDX 2021
Stardust Memories,Maozon,maimai,869b30cfdcb643f7.png,3,7+,10+,12+,,maimaiDX 2021
Flashkick,Yooh,maimai,d84cebbe82687a4b.png,5,7+,11,13,,maimaiDX 2021
STEEL TRANSONIC,BlackY vs. WAiKURO,maimai,fac8d66129926589.png,6,8+,11+,14,,maimaiDX 2021
My My My,C-Show,maimai,ef49d54bf76426a4.png,5,7+,11,13,,maimaiDX 2021
ウマイネームイズうまみちゃん,UMAINA,Popular & Anime,355595c991550e39.png,1,6,8+,12,,maimaiDX 2021
クレイジー・ビート,さつき が てんこもり,niconico＆VOCALOID™,db2bcb56952703da.png,4,6,9+,12+,,maimaiDX 2021
グラーヴェ,niki,niconico＆VOCALOID™,bb37d9710622d40f.png,4,7,9+,12+,,maimaiDX 2021
バイオレンストリガー,八王子P,niconico＆VOCALOID™,35a1e407f85b4d89.png,5,7+,10,13,,maimaiDX 2021
KILLER B,梅とら,niconico＆VOCALOID™,bca0ad64e12b1b2f.png,4,6,10,12+,,maimaiDX 2021
ブレインジャックシンドローム,かいりきベア feat.利香,maimai,272d10fdd20ebf8d.png,4,7+,10+,13,,maimaiDX 2021
シエルブルーマルシェ,OSTER project feat. かなたん,maimai,9fb752248141c1d7.png,3,7,10,12+,,maimaiDX 2021
Ututu,中山真斗,maimai,5c7da68424b91ee0.png,4,7,10,12+,,maimaiDX 2021
